signal_number;date;side;signal;text;sources;;;;;;;;;;;;;;;;;;;;;
415;8 October 2024;R;R2;Lukashenka: “If someone” crossed Belarus’ “state border,” he would “do everything to use all the weapons that Belarus” had, but consult Russia on the tactical weapons deployed in Belarus.;"“Lukashenko ob izmeneniyakh v yadernoi doktrine Rossii: riski dlya kogo-to novye poyavilis‘, no ne dla nas”
(Lukashenka on changes in Russia’s nuclear doctrine: new risks have emerged for some, but not for us), BELTA,
October 8, 2024 [https://belta.by/special/president/view/lukashenko-ob-izmenenijah-v-jadernoj-doktrine-
rossii-riski-dlja-kogo-to-novye-pojavilis-no-ne-dlja-nas-666768-2024/];  Zarubinreporter, “‘Горячие головы услышали, это охлаждает их пыл’ – ответ президента Лукашенко на
вопрос, услышали ли на Западе сигналы в связи с изменениями российской ядерной доктрины” [“Hot
heads have heard, it cools their ardor” – President Lukashenka’s response to the question whether the West has
heard the signals in connection with the changes in the Russian nuclear doctrine], Telegram, October 13, 2024
[https://t.me/zarubinreporter/3280]; Zarubinreporter, “‘ПУСТЬ ПОПРОБУЮТ!’ – Лукашенко про тех, кто ‘вякает’ на Украине про желание
атаковать Беларусь” [‘LET THEM TRY!’ – Lukashenka on those who ‘yakked’ in Ukraine about the desire to
attack Belarus], Telegram, October 8, 2024 [https://t.me/zarubinreporter/3262].";;;;;;;;;;;;;;;;;;;;;
416;10 October 2024;R;R6;Antonov criticizes Washington’s refusal to take into account Putin’s clear warnings that a green light for long-range strikes would mean the Pentagon’s direct involvement in the conflict.;"“Exclusive: Russia Ambassador Exits US With Warning of ‘Nuclear Catastrophe’,” Newsweek, October 10, 2024
[https://www.newsweek.com/russia-ambassador-warns-nuclear-catastrophe-anatoly-antonov-1967309].";;;;;;;;;;;;;;;;;;;;;
417;14 October 2024;W;W3;NATO begins its two-week Steadfast Noon nuclear exercise.;"NATO holds annual nuclear exercise: Steadfast Noon,” NATO, October 14, 2024
[https://www.nato.int/cps/en/natohq/news_229447.htm?selectedLocale=en].";;;;;;;;;;;;;;;;;;;;;
418;14 October 2024;R;R6;Peskov says NATO’s nuclear exercises would lead to nothing but further escalation.;"“NATO escalates tensions by holding drills amid ‘hot war’ in Ukraine — Kremlin,” TASS, October 14, 2024
[https://tass.com/politics/1855949?utm_source=twitter.com&utm_medium=social&utm_campaign=smm_social
_share]; ""Press review: NATO postures with nuke drills and Biden's arms control calls miss mark,” TASS, October 15,
2024 [https://tass.com/pressreview/1856233].";;;;;;;;;;;;;;;;;;;;;
419;23 October 2024;R;R1;Lukashenka says he would use Russian nuclear weapons if Belarus’ borders were infringed upon, but Moscow would never use these weapons without Minsk’s consent.;"“North Korea troops in Ukraine would escalate conflict, Lukashenko tells BBC,” BBC, October 23, 2024
[https://www.bbc.com/news/articles/c62938gl6q1o].";;;;;;;;;;;;;;;;;;;;;
420;23 October 2024;R;R6;Zakharova: France sending troops to Ukraine would “lead to a direct military confrontation between nuclear powers, with catastrophic consequences.”;"“Briefing by Foreign Ministry Spokeswoman Maria Zakharova, Moscow, October 23, 2024,” The Ministry of
Foreign Affairs of the Russian Federation, October 23, 2024
[https://mid.ru/en/foreign_policy/news/1977268/#Q2].";;;;;;;;;;;;;;;;;;;;;
421;27 October 2024;R;R6;Putin says Moscow would consider it a major escalation if the West decided to help Ukraine strike deep into Russia – but too early to determine how Russia would respond exactly.;"Baku TV International, “Putin on NATO potentially allowing Ukraine long-range strikes on Russia,” YouTube,
October 28, 2024 [https://www.youtube.com/watch?v=Ei_ajJkuVog].";;;;;;;;;;;;;;;;;;;;;
422;29 October 2024;R;R1;Putin says nuclear use is “an extreme, exceptional measure for ensuring state security,” but external threats made it imperative to have modern forces in constant combat readiness.;"“Strategic Deterrence Forces exercise,” President of Russia, October 29, 2024
[http://en.kremlin.ru/events/president/news/75432]; “Belousov dolozhil Putinu ob otrabotke massirovannogo yadernogo udara” [Belousov reported to Putin on the
rehearsal of a massive nuclear strike], RIA Novosti, October 29, 2024 [https://ria.ru/20241029/udar-
1980752662.html]; “Kak prokhodili ucheniya i trenirovki strategicheskikh yadernykh sil Rossii s 2020 goda” [How the exercises
and training of Russia's strategic nuclear forces have been conducted since 2020], TASS, October 29, 2024
[https://tass.ru/info/22262237].";;;;;;;;;;;;;;;;;;;;;
423;2 November 2024;R;R1;Medvedev: If Russia’s existence was at stake, Moscow would “simply have no choice.” Washington was miscalculating, thinking Moscow would “never cross a certain line.”;"Western world thinks it can be friends with everyone against Russia – Medvedev [RT EXCLUSIVE],” RT,
November 2, 2024 [https://rumble.com/v5lctd2-western-world-thinks-it-can-be-friends-with-everyone-
against-russia-medvede.html].";;;;;;;;;;;;;;;;;;;;;
424;5 November 2024;R;R6;Lavrov: If Ukraine used long-range weapons provided by its supporters to strike Russian territory, these NATO countries would also be “openly fighting Russia,” who would take “an appropriate response.”;"Foreign Minister Sergey Lavrov’s interview with Rossiya Segodnya, Moscow, November 5, 2024,” The Ministry
of Foreign Affairs of the Russian Federation, November 5, 2024
[https://mid.ru/en/foreign_policy/news/themes/id/1979380/].";;;;;;;;;;;;;;;;;;;;;
425;7 November 2024;R;R6;Putin says Western politicians were reckless adventurers because they called for the strategic defeat of Russia, the nation with the largest nuclear arsenal.;"“Meeting of the Valdai Discussion Club,” President of Russia, November 7, 2024
[http://kremlin.ru/events/president/news/75521].";;;;;;;;;;;;;;;;;;;;;
426;9 November 2024;R;R6;Ryabkov: Changes in Russia’s nuclear doctrine had been intended to change the Western calculus that it could “continue to escalate indefinitely until Moscow falters and nerves break in Moscow.”;"Sergei Ryabkov: Trump is known to us from the previous entry to power, Interfax, November 9, 2024
[https://www.interfax.ru/interview/990928].";;;;;;;;;;;;;;;;;;;;;
427;18 November 2024;R;R6 ;Zakharova: The use of US long-range weapons by Ukraine to attack Russia would mean US direct involvement and “a radical change in the conflict’s essence and nature.”;"Kremlin says decision to launch ATACMS missiles deep into Russia ‘escalation of tensions’,” TASS, November
18, 2024 [https://tass.com/politics/1873921]; “Moscow’s response to strikes with Western arms on Russian soil to be felt — diplomat,” TASS, November 18,
2024 [https://tass.com/politics/1874233]; “US-made projectile strikes to destroy ties between Moscow, Washington — Duma speaker,” TASS, November
18, 2024 [https://tass.com/politics/1874139]; “Kremlin says Biden’s Ukraine missile decision would escalate war, if true,” Reuters, November 18, 2024
[https://www.reuters.com/world/europe/russian-lawmaker-says-biden-is-risking-ww3-with-missile-decision-
2024-11-18/].";;;;;;;;;;;;;;;;;;;;;
428;19 November 2024;R;R5;Putin signs a decree approving the amendments to the Russian nuclear doctrine. Peskov: Moscow had updated its nuclear doctrine as a response to Washington’s behavior, most striking the permission to Ukraine to use US-supplied long-range missiles against Russian territory.;"Указ Президента Российской Федерации от 19.11.2024 г. № 991. Об утверждении Основ
государственной политики Российской Федерации в области ядерного сдерживания“, President of Russia,
November 19, 2024 [http://www.kremlin.ru/acts/bank/51312]; Meeting of the Security Council standing conference on nuclear deterrence,“ President or Russia, September
26, 2024 [http://kremlin.ru/events/president/news/75182]„Песков объяснил, почему Россия меняет
ядерную доктрину,“ Kommersant, September 26, 2024, [https://www.kommersant.ru/doc/7183080]; See e.g.„ Рябков: РФ изменит ядерную доктрину на основе анализа действий Запада в связи с СВО,”
TASS, September 1, 2024, [https://tass.ru/politika/21738323]; “Указ Президента Российской Федерации от 19.11.2024 г. № 991. Об утверждении Основ
государственной политики Российской Федерации в области ядерного сдерживания“, President of Russia,
November 19, 2024 [http://www.kremlin.ru/acts/bank/51312]; According to Igor Korotchenko, Military observer, Editor-in-Chief of the National Defense Journal, Director of
the Center for Analysis of Global Arms Trade, who was apparently closely familiar with the updates before the
publication and described them in an article earlier in September. “Right to nuclear retaliation is no message to
the West,” TASS, September 27, 2024 [https://tass.com/defense/1848637]";;;;;;;;;;;;;;;;;;;;;
429;19 November 2024;R;R1;Lavrov: Moscow was seeing the US consent to Ukraine to employ long-range missiles as a “qualitatively new phase of the Western war against Russia” and would “react accordingly.” Yet he also says that Moscow saw nuclear arms as primarily meant to deter a nuclear war.;"“Foreign Minister Sergey Lavrov's statement and answers to media questions following the G20 Summit, Rio
de Janeiro, November 19, 2024,” Ministry of Foreign Affairs of the Russian Federation, November 19, 2024
[https://mid.ru/en/foreign_policy/international_organizations/1982450/].";;;;;;;;;;;;;;;;;;;;;
430;19 November 2024;W;W8;US officials would not confirm a decision on long-range missiles, but noted that Russia’s “irresponsible and bellicose rhetoric” did not constitute a reason to adjust US nuclear posture.;"“Department of State Daily Press Briefing – November 19, 2024,” U.S. Department of State, November 19, 2024
[https://www.youtube.com/watch?v=rD8oyg5w38c].";;;;;;;;;;;;;;;;;;;;;
431;20 November 2024;W;W2;US Strategic Command emphasizes that the US arsenal was such that, if an exchange would take place, it would be done “in terms” that would be “most acceptable to the United States.”;"“Report Launch: Project Atom 2024,” CSIS, November 20, 2024 [https://www.csis.org/analysis/report-
launch-project-atom-2024].";;;;;;;;;;;;;;;;;;;;;
432;20 November 2024;R;R6;Naryshkin: “Attempts by certain NATO allies to facilitate potential long-range strikes using Western weapons deep inside Russian territory” would “not go unpunished.”;"“Russia to address NATO’s engagement in strikes deep inside country — SVR,” TASS, November 20, 2024
[https://tass.com/politics/1875131].";;;;;;;;;;;;;;;;;;;;;
433;20 November 2024;W;W6;Regarding Russia’s doctrine changes, French MFA says Paris was not “intimidated by these statements.”;"“Ukraine has a right to defend itself against Russian aggression, says France,” Ambassador De France Au
Royaume-UNI, November 20, 2024 [https://uk.ambafrance.org/Ukraine-has-a-right-to-defend-itself-against-
Russian-aggression-says-France].";;;;;;;;;;;;;;;;;;;;;
434;21 November 2024;R;R6;Putin: The Ukrainian attacks with Western-supplied missiles meant that the “regional conflict” started to assume “elements of a global nature” and Russia was now using modern and destructive weapons in Ukraine.;"“Заявление Президента Российской Федерации,” President of Russia, November 21, 2024
[http://www.kremlin.ru/events/president/news/75614].";;;;;;;;;;;;;;;;;;;;;
435;21 November 2024;R;R3;Putin announces that Russia had conducted “combat tests” of the new Oreshnik intermediate-range missile against Ukraine, describing Russian actions as a response to NATO allowing Ukrainian long-range attacks.;"“Заявление Президента Российской Федерации,” President of Russia, November 21, 2024
[http://www.kremlin.ru/events/president/news/75614].";;;;;;;;;;;;;;;;;;;;;
436;21 November 2024;R;R6;Zakharova called the opening of a US missile defense base in Poland a “provocation” and noted it raised the “overall level of the nuclear threat.”;"“Russia threatens to strike Poland, Warsaw responds,” Ukrainska Pravda, November 21, 2024
[https://www.pravda.com.ua/eng/news/2024/11/21/7485624/]; “US missile defense base in Poland long among Russian army’s targets — Foreign Ministry,” TASS, November
21, 2024 [https://tass.com/politics/1875589].";;;;;;;;;;;;;;;;;;;;;
437;22 November 2024;R;R4;Putin: Russia is facing “new” threats and has to build more “high-precision missiles.”;"“Putin says Oreshnik missile system cutting-edge innovation by Russia, not Soviet by product,” TASS,
November 22, 2024 [https://tass.com/defense/1876583]; “Commissioning of Oreshnik and new developments: Putin’s meeting with defense specialists,” TASS,
November 22, 2024 [https://tass.com/politics/1876607].";;;;;;;;;;;;;;;;;;;;;
438;22 November 2024;R;R6;Kelin: Britain was directly involved in the war in Ukraine, a deliberate decision that could “bring a collision between the nuclear powers.”;"“Britain ‘directly involved’ in Ukraine war, Russian ambassador tells Sky News,” Sky News, November 22, 2024
[https://news.sky.com/story/britain-directly-involved-in-ukraine-war-russian-ambassador-tells-sky-news-
13257896].";;;;;;;;;;;;;;;;;;;;;
439;25 November 2024;W;W7;The G7 condemned Russia’s “irresponsible and threatening nuclear rhetoric as well as its posture of strategic intimidation.“;"“G7 Foreign Ministers’ Meeting Statement (Fiuggi – Anagni, 26 November 2024),” Foreign Affairs Ministry of
French Republic, November 26, 2024 [https://www.diplomatie.gouv.fr/en/french-foreign-policy/summits-and-
global-affairs/news/article/g7-foreign-ministers-meeting-statement-fiuggi-anagni-26-nov-2024].";;;;;;;;;;;;;;;;;;;;;
440;25 November 2024;W;W2;The G7 is adding that the West would “never tolerate threats to use nuclear weapons, let alone any use of nuclear weapons.”;"“G7 Foreign Ministers’ Meeting Statement (Fiuggi – Anagni, 26 November 2024),” Foreign Affairs Ministry of
French Republic, November 26, 2024 [https://www.diplomatie.gouv.fr/en/french-foreign-policy/summits-and-
global-affairs/news/article/g7-foreign-ministers-meeting-statement-fiuggi-anagni-26-nov-2024].";;;;;;;;;;;;;;;;;;;;;
